,car_model,year_of_manufacture,price,fuel,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1
831,fortuner,2015,34328.36,Diesel,811.0,791.0,771.0,751.0,731.0,711.0,691.0,671.0,,,,,,,
832,innova,2017,26865.67,Diesel,812.0,792.0,772.0,752.0,732.0,712.0,692.0,672.0,,,,,,,
833,fortuner,2013,23880.6,Diesel,813.0,793.0,773.0,753.0,733.0,713.0,693.0,673.0,,,,,,,
834,innova,2005,4104.48,Petrol,814.0,794.0,774.0,754.0,734.0,714.0,694.0,674.0,,,,,,,
835,corolla altis,2009,5373.13,Petrol,815.0,795.0,775.0,755.0,735.0,715.0,695.0,675.0,,,,,,,
836,etios cross,2015,6716.42,Petrol,816.0,796.0,776.0,756.0,736.0,716.0,696.0,676.0,,,,,,,
837,corolla altis,2010,7089.55,Petrol,817.0,797.0,777.0,757.0,737.0,717.0,697.0,677.0,,,,,,,
838,etios g,2014,6119.4,Petrol,818.0,798.0,778.0,758.0,738.0,718.0,698.0,678.0,,,,,,,
839,fortuner,2014,29835.82,Diesel,819.0,799.0,779.0,759.0,739.0,719.0,699.0,679.0,,,,,,,
840,ritz,2012,4626.87,Diesel,820.0,800.0,780.0,760.0,740.0,720.0,700.0,680.0,,,,,,,
841,ritz,2011,3507.46,Petrol,821.0,801.0,781.0,761.0,741.0,721.0,701.0,681.0,,,,,,,
842,swift,2014,7388.06,Diesel,822.0,802.0,782.0,762.0,742.0,722.0,702.0,682.0,,,,,,,
843,ertiga,2014,8955.22,Diesel,823.0,803.0,783.0,763.0,743.0,723.0,703.0,683.0,,,,,,,
844,dzire,2014,8208.96,Diesel,824.0,804.0,784.0,764.0,744.0,724.0,704.0,684.0,,,,,,,
845,sx4,2011,4402.99,CNG,825.0,805.0,785.0,765.0,745.0,725.0,705.0,685.0,,,,,,,
846,dzire,2015,6940.3,Petrol,826.0,806.0,786.0,766.0,746.0,726.0,706.0,686.0,,,,,,,
847,800,2003,522.39,Petrol,827.0,807.0,787.0,767.0,747.0,727.0,707.0,687.0,,,,,,,
848,alto k10,2016,4477.61,Petrol,828.0,808.0,788.0,768.0,748.0,728.0,708.0,688.0,,,,,,,
849,sx4,2003,3358.21,Petrol,829.0,809.0,789.0,769.0,749.0,729.0,709.0,689.0,,,,,,,
850,corolla altis,2013,10373.13,Petrol,830.0,810.0,790.0,770.0,750.0,730.0,710.0,690.0,,,,,,,
851,etios cross,2015,6716.42,Petrol,831.0,811.0,791.0,771.0,751.0,731.0,711.0,691.0,,,,,,,
852,fortuner,2014,27985.07,Diesel,832.0,812.0,792.0,772.0,752.0,732.0,712.0,692.0,,,,,,,
853,fortuner,2015,35074.63,Diesel,833.0,813.0,793.0,773.0,753.0,733.0,713.0,693.0,,,,,,,
854,fortuner,2017,49253.73,Diesel,834.0,814.0,794.0,774.0,754.0,734.0,714.0,694.0,,,,,,,
855,etios liva,2014,7089.55,Diesel,835.0,815.0,795.0,775.0,755.0,735.0,715.0,695.0,,,,,,,
856,innova,2017,29477.61,Petrol,836.0,816.0,796.0,776.0,756.0,736.0,716.0,696.0,,,,,,,
857,fortuner,2010,13805.97,Diesel,837.0,817.0,797.0,777.0,757.0,737.0,717.0,697.0,,,,,,,
858,corolla altis,2011,6492.54,Petrol,838.0,818.0,798.0,778.0,758.0,738.0,718.0,698.0,,,,,,,
859,corolla altis,2016,21268.66,Petrol,839.0,819.0,799.0,779.0,759.0,739.0,719.0,699.0,,,,,,,
860,etios liva,2014,5895.52,Diesel,840.0,820.0,800.0,780.0,760.0,740.0,720.0,700.0,,,,,,,
861,corolla altis,2011,6716.42,Diesel,841.0,821.0,801.0,781.0,761.0,741.0,721.0,701.0,,,,,,,
862,corolla altis,2013,11119.4,Petrol,842.0,822.0,802.0,782.0,762.0,742.0,722.0,702.0,,,,,,,
863,etios liva,2011,3955.22,Petrol,843.0,823.0,803.0,783.0,763.0,743.0,723.0,703.0,,,,,,,
864,etios cross,2014,7313.43,Diesel,844.0,824.0,804.0,784.0,764.0,744.0,724.0,704.0,,,,,,,
865,etios g,2015,5895.52,Petrol,845.0,825.0,805.0,785.0,765.0,745.0,725.0,705.0,,,,,,,
866,corolla altis,2013,8208.96,Petrol,846.0,826.0,806.0,786.0,766.0,746.0,726.0,706.0,,,,,,,
867,corolla,2004,2238.81,Petrol,847.0,827.0,807.0,787.0,767.0,747.0,727.0,707.0,,,,,,,
868,corolla altis,2010,7835.82,Petrol,848.0,828.0,808.0,788.0,768.0,748.0,728.0,708.0,,,,,,,
869,fortuner,2012,21641.79,Diesel,849.0,829.0,809.0,789.0,769.0,749.0,729.0,709.0,,,,,,,
870,corolla altis,2016,21985.07,Diesel,850.0,830.0,810.0,790.0,770.0,750.0,730.0,710.0,,,,,,,
871,etios gd,2015,7089.55,Diesel,851.0,831.0,811.0,791.0,771.0,751.0,731.0,711.0,,,,,,,
872,innova,2017,34328.36,Diesel,852.0,832.0,812.0,792.0,772.0,752.0,732.0,712.0,,,,,,,
873,innova,2015,18656.72,Diesel,853.0,833.0,813.0,793.0,773.0,753.0,733.0,713.0,,,,,,,
874,innova,2005,5208.96,Diesel,854.0,834.0,814.0,794.0,774.0,754.0,734.0,714.0,,,,,,,
875,camry,2006,3731.34,Petrol,855.0,835.0,815.0,795.0,775.0,755.0,735.0,715.0,,,,,,,
876,land cruiser,2010,52238.81,Diesel,856.0,836.0,816.0,796.0,776.0,756.0,736.0,716.0,,,,,,,
877,corolla altis,2012,8805.97,Petrol,857.0,837.0,817.0,797.0,777.0,757.0,737.0,717.0,,,,,,,
878,etios liva,2013,5149.25,Petrol,858.0,838.0,818.0,798.0,778.0,758.0,738.0,718.0,,,,,,,
879,etios g,2014,7089.55,Petrol,859.0,839.0,819.0,799.0,779.0,759.0,739.0,719.0,,,,,,,
880,alto 800,2017,4253.73,Petrol,860.0,840.0,820.0,800.0,780.0,760.0,740.0,,,,,,,,
881,ciaz,2015,10223.88,Diesel,861.0,841.0,821.0,801.0,781.0,761.0,741.0,,,,,,,,
882,ciaz,2015,11194.03,Petrol,862.0,842.0,822.0,802.0,782.0,762.0,742.0,,,,,,,,
883,ertiga,2015,9104.48,Petrol,863.0,843.0,823.0,803.0,783.0,763.0,743.0,,,,,,,,
884,dzire,2009,3358.21,Petrol,864.0,844.0,824.0,804.0,784.0,764.0,744.0,,,,,,,,
885,ertiga,2016,11567.16,Diesel,865.0,845.0,825.0,805.0,785.0,765.0,745.0,,,,,,,,
886,ertiga,2015,10820.9,Diesel,866.0,846.0,826.0,806.0,786.0,766.0,746.0,,,,,,,,
887,ertiga,2016,11567.16,Diesel,867.0,847.0,827.0,807.0,787.0,767.0,747.0,,,,,,,,
888,wagon r,2015,4850.75,CNG,868.0,848.0,828.0,808.0,788.0,768.0,748.0,,,,,,,,
889,sx4,2010,3955.22,Petrol,869.0,849.0,829.0,809.0,789.0,769.0,749.0,,,,,,,,
890,baleno,2016,8731.34,Petrol,870.0,850.0,830.0,810.0,790.0,770.0,750.0,,,,,,,,
891,alto k10,2014,3805.97,Petrol,871.0,851.0,831.0,811.0,791.0,771.0,751.0,,,,,,,,
892,sx4,2008,2910.45,Petrol,872.0,852.0,832.0,812.0,792.0,772.0,752.0,,,,,,,,
893,dzire,2014,8208.96,Diesel,873.0,853.0,833.0,813.0,793.0,773.0,753.0,,,,,,,,
894,omni,2012,1865.67,Petrol,874.0,854.0,834.0,814.0,794.0,774.0,754.0,,,,,,,,
895,ciaz,2014,11194.03,Petrol,875.0,855.0,835.0,815.0,795.0,775.0,755.0,,,,,,,,
896,ritz,2013,3955.22,Petrol,876.0,856.0,836.0,816.0,796.0,776.0,756.0,,,,,,,,
897,wagon r,2006,1567.16,Petrol,877.0,857.0,837.0,817.0,797.0,777.0,757.0,,,,,,,,
898,ertiga,2015,8656.72,Petrol,878.0,858.0,838.0,818.0,798.0,778.0,758.0,,,,,,,,
899,ciaz,2017,11567.16,Petrol,879.0,859.0,839.0,819.0,799.0,779.0,759.0,,,,,,,,
900,fortuner,2012,22238.81,Diesel,880.0,860.0,840.0,820.0,800.0,780.0,760.0,,,,,,,,
901,fortuner,2015,34328.36,Diesel,881.0,861.0,841.0,821.0,801.0,781.0,761.0,,,,,,,,
902,innova,2017,26865.67,Diesel,882.0,862.0,842.0,822.0,802.0,782.0,762.0,,,,,,,,
903,fortuner,2013,23880.6,Diesel,883.0,863.0,843.0,823.0,803.0,783.0,763.0,,,,,,,,
904,innova,2005,4104.48,Petrol,884.0,864.0,844.0,824.0,804.0,784.0,764.0,,,,,,,,
905,corolla altis,2009,5373.13,Petrol,885.0,865.0,845.0,825.0,805.0,785.0,765.0,,,,,,,,
906,etios cross,2015,6716.42,Petrol,886.0,866.0,846.0,826.0,806.0,786.0,766.0,,,,,,,,
907,corolla altis,2010,7089.55,Petrol,887.0,867.0,847.0,827.0,807.0,787.0,767.0,,,,,,,,
908,etios g,2014,6119.4,Petrol,888.0,868.0,848.0,828.0,808.0,788.0,768.0,,,,,,,,
909,fortuner,2014,29835.82,Diesel,889.0,869.0,849.0,829.0,809.0,789.0,769.0,,,,,,,,
910,ritz,2012,4626.87,Diesel,890.0,870.0,850.0,830.0,810.0,790.0,770.0,,,,,,,,
911,ritz,2011,3507.46,Petrol,891.0,871.0,851.0,831.0,811.0,791.0,771.0,,,,,,,,
912,swift,2014,7388.06,Diesel,892.0,872.0,852.0,832.0,812.0,792.0,772.0,,,,,,,,
913,ertiga,2014,8955.22,Diesel,893.0,873.0,853.0,833.0,813.0,793.0,773.0,,,,,,,,
914,dzire,2014,8208.96,Diesel,894.0,874.0,854.0,834.0,814.0,794.0,774.0,,,,,,,,
915,sx4,2011,4402.99,CNG,895.0,875.0,855.0,835.0,815.0,795.0,775.0,,,,,,,,
916,dzire,2015,6940.3,Petrol,896.0,876.0,856.0,836.0,816.0,796.0,776.0,,,,,,,,
917,800,2003,522.39,Petrol,897.0,877.0,857.0,837.0,817.0,797.0,777.0,,,,,,,,
918,alto k10,2016,4477.61,Petrol,898.0,878.0,858.0,838.0,818.0,798.0,778.0,,,,,,,,
919,sx4,2003,3358.21,Petrol,899.0,879.0,859.0,839.0,819.0,799.0,779.0,,,,,,,,
920,corolla altis,2013,10373.13,Petrol,900.0,880.0,860.0,840.0,820.0,800.0,780.0,,,,,,,,
921,etios cross,2015,6716.42,Petrol,901.0,881.0,861.0,841.0,821.0,801.0,781.0,,,,,,,,
922,fortuner,2014,27985.07,Diesel,902.0,882.0,862.0,842.0,822.0,802.0,782.0,,,,,,,,
923,fortuner,2015,35074.63,Diesel,903.0,883.0,863.0,843.0,823.0,803.0,783.0,,,,,,,,
924,fortuner,2017,49253.73,Diesel,904.0,884.0,864.0,844.0,824.0,804.0,784.0,,,,,,,,
925,etios liva,2014,7089.55,Diesel,905.0,885.0,865.0,845.0,825.0,805.0,785.0,,,,,,,,
926,innova,2017,29477.61,Petrol,906.0,886.0,866.0,846.0,826.0,806.0,786.0,,,,,,,,
927,fortuner,2010,13805.97,Diesel,907.0,887.0,867.0,847.0,827.0,807.0,787.0,,,,,,,,
928,corolla altis,2011,6492.54,Petrol,908.0,888.0,868.0,848.0,828.0,808.0,788.0,,,,,,,,
929,corolla altis,2016,21268.66,Petrol,909.0,889.0,869.0,849.0,829.0,809.0,789.0,,,,,,,,
930,etios liva,2014,5895.52,Diesel,910.0,890.0,870.0,850.0,830.0,810.0,790.0,,,,,,,,
931,corolla altis,2011,6716.42,Diesel,911.0,891.0,871.0,851.0,831.0,811.0,791.0,,,,,,,,
932,corolla altis,2013,11119.4,Petrol,912.0,892.0,872.0,852.0,832.0,812.0,792.0,,,,,,,,
933,etios liva,2011,3955.22,Petrol,913.0,893.0,873.0,853.0,833.0,813.0,793.0,,,,,,,,
934,etios cross,2014,7313.43,Diesel,914.0,894.0,874.0,854.0,834.0,814.0,794.0,,,,,,,,
935,etios g,2015,5895.52,Petrol,915.0,895.0,875.0,855.0,835.0,815.0,795.0,,,,,,,,
936,corolla altis,2013,8208.96,Petrol,916.0,896.0,876.0,856.0,836.0,816.0,796.0,,,,,,,,
937,corolla,2004,2238.81,Petrol,917.0,897.0,877.0,857.0,837.0,817.0,797.0,,,,,,,,
938,corolla altis,2010,7835.82,Petrol,918.0,898.0,878.0,858.0,838.0,818.0,798.0,,,,,,,,
939,fortuner,2012,21641.79,Diesel,919.0,899.0,879.0,859.0,839.0,819.0,799.0,,,,,,,,
940,corolla altis,2016,21985.07,Diesel,920.0,900.0,880.0,860.0,840.0,820.0,800.0,,,,,,,,
941,etios gd,2015,7089.55,Diesel,921.0,901.0,881.0,861.0,841.0,821.0,801.0,,,,,,,,
942,innova,2017,34328.36,Diesel,922.0,902.0,882.0,862.0,842.0,822.0,802.0,,,,,,,,
943,innova,2015,18656.72,Diesel,923.0,903.0,883.0,863.0,843.0,823.0,803.0,,,,,,,,
944,innova,2005,5208.96,Diesel,924.0,904.0,884.0,864.0,844.0,824.0,804.0,,,,,,,,
945,camry,2006,3731.34,Petrol,925.0,905.0,885.0,865.0,845.0,825.0,805.0,,,,,,,,
946,land cruiser,2010,52238.81,Diesel,926.0,906.0,886.0,866.0,846.0,826.0,806.0,,,,,,,,
947,corolla altis,2012,8805.97,Petrol,927.0,907.0,887.0,867.0,847.0,827.0,807.0,,,,,,,,
948,etios liva,2013,5149.25,Petrol,928.0,908.0,888.0,868.0,848.0,828.0,808.0,,,,,,,,
949,etios g,2014,7089.55,Petrol,929.0,909.0,889.0,869.0,849.0,829.0,809.0,,,,,,,,
950,alto 800,2017,4253.73,Petrol,930.0,910.0,890.0,870.0,850.0,830.0,,,,,,,,,
951,ciaz,2015,10223.88,Diesel,931.0,911.0,891.0,871.0,851.0,831.0,,,,,,,,,
952,ciaz,2015,11194.03,Petrol,932.0,912.0,892.0,872.0,852.0,832.0,,,,,,,,,
953,ertiga,2015,9104.48,Petrol,933.0,913.0,893.0,873.0,853.0,833.0,,,,,,,,,
954,dzire,2009,3358.21,Petrol,934.0,914.0,894.0,874.0,854.0,834.0,,,,,,,,,
955,ertiga,2016,11567.16,Diesel,935.0,915.0,895.0,875.0,855.0,835.0,,,,,,,,,
956,ertiga,2015,10820.9,Diesel,936.0,916.0,896.0,876.0,856.0,836.0,,,,,,,,,
957,ertiga,2016,11567.16,Diesel,937.0,917.0,897.0,877.0,857.0,837.0,,,,,,,,,
958,wagon r,2015,4850.75,CNG,938.0,918.0,898.0,878.0,858.0,838.0,,,,,,,,,
959,sx4,2010,3955.22,Petrol,939.0,919.0,899.0,879.0,859.0,839.0,,,,,,,,,
960,baleno,2016,8731.34,Petrol,940.0,920.0,900.0,880.0,860.0,840.0,,,,,,,,,
961,alto k10,2014,3805.97,Petrol,941.0,921.0,901.0,881.0,861.0,841.0,,,,,,,,,
962,sx4,2008,2910.45,Petrol,942.0,922.0,902.0,882.0,862.0,842.0,,,,,,,,,
963,dzire,2014,8208.96,Diesel,943.0,923.0,903.0,883.0,863.0,843.0,,,,,,,,,
964,omni,2012,1865.67,Petrol,944.0,924.0,904.0,884.0,864.0,844.0,,,,,,,,,
965,ciaz,2014,11194.03,Petrol,945.0,925.0,905.0,885.0,865.0,845.0,,,,,,,,,
966,ritz,2013,3955.22,Petrol,946.0,926.0,906.0,886.0,866.0,846.0,,,,,,,,,
967,wagon r,2006,1567.16,Petrol,947.0,927.0,907.0,887.0,867.0,847.0,,,,,,,,,
968,ertiga,2015,8656.72,Petrol,948.0,928.0,908.0,888.0,868.0,848.0,,,,,,,,,
969,ciaz,2017,11567.16,Petrol,949.0,929.0,909.0,889.0,869.0,849.0,,,,,,,,,
970,fortuner,2012,22238.81,Diesel,950.0,930.0,910.0,890.0,870.0,850.0,,,,,,,,,
971,fortuner,2015,34328.36,Diesel,951.0,931.0,911.0,891.0,871.0,851.0,,,,,,,,,
972,innova,2017,26865.67,Diesel,952.0,932.0,912.0,892.0,872.0,852.0,,,,,,,,,
973,fortuner,2013,23880.6,Diesel,953.0,933.0,913.0,893.0,873.0,853.0,,,,,,,,,
974,innova,2005,4104.48,Petrol,954.0,934.0,914.0,894.0,874.0,854.0,,,,,,,,,
975,corolla altis,2009,5373.13,Petrol,955.0,935.0,915.0,895.0,875.0,855.0,,,,,,,,,
976,etios cross,2015,6716.42,Petrol,956.0,936.0,916.0,896.0,876.0,856.0,,,,,,,,,
977,corolla altis,2010,7089.55,Petrol,957.0,937.0,917.0,897.0,877.0,857.0,,,,,,,,,
978,etios g,2014,6119.4,Petrol,958.0,938.0,918.0,898.0,878.0,858.0,,,,,,,,,
979,fortuner,2014,29835.82,Diesel,959.0,939.0,919.0,899.0,879.0,859.0,,,,,,,,,
980,ritz,2012,4626.87,Diesel,960.0,940.0,920.0,900.0,880.0,860.0,,,,,,,,,
981,ritz,2011,3507.46,Petrol,961.0,941.0,921.0,901.0,881.0,861.0,,,,,,,,,
982,swift,2014,7388.06,Diesel,962.0,942.0,922.0,902.0,882.0,862.0,,,,,,,,,
983,ertiga,2014,8955.22,Diesel,963.0,943.0,923.0,903.0,883.0,863.0,,,,,,,,,
984,dzire,2014,8208.96,Diesel,964.0,944.0,924.0,904.0,884.0,864.0,,,,,,,,,
985,sx4,2011,4402.99,CNG,965.0,945.0,925.0,905.0,885.0,865.0,,,,,,,,,
986,dzire,2015,6940.3,Petrol,966.0,946.0,926.0,906.0,886.0,866.0,,,,,,,,,
987,800,2003,522.39,Petrol,967.0,947.0,927.0,907.0,887.0,867.0,,,,,,,,,
988,alto k10,2016,4477.61,Petrol,968.0,948.0,928.0,908.0,888.0,868.0,,,,,,,,,
989,sx4,2003,3358.21,Petrol,969.0,949.0,929.0,909.0,889.0,869.0,,,,,,,,,
990,corolla altis,2013,10373.13,Petrol,970.0,950.0,930.0,910.0,890.0,870.0,,,,,,,,,
991,etios cross,2015,6716.42,Petrol,971.0,951.0,931.0,911.0,891.0,871.0,,,,,,,,,
992,fortuner,2014,27985.07,Diesel,972.0,952.0,932.0,912.0,892.0,872.0,,,,,,,,,
993,fortuner,2015,35074.63,Diesel,973.0,953.0,933.0,913.0,893.0,873.0,,,,,,,,,
994,fortuner,2017,49253.73,Diesel,974.0,954.0,934.0,914.0,894.0,874.0,,,,,,,,,
995,etios liva,2014,7089.55,Diesel,975.0,955.0,935.0,915.0,895.0,875.0,,,,,,,,,
996,innova,2017,29477.61,Petrol,976.0,956.0,936.0,916.0,896.0,876.0,,,,,,,,,
997,fortuner,2010,13805.97,Diesel,977.0,957.0,937.0,917.0,897.0,877.0,,,,,,,,,
998,corolla altis,2011,6492.54,Petrol,978.0,958.0,938.0,918.0,898.0,878.0,,,,,,,,,
999,corolla altis,2016,21268.66,Petrol,979.0,959.0,939.0,919.0,899.0,879.0,,,,,,,,,
1000,etios liva,2014,5895.52,Diesel,980.0,960.0,940.0,920.0,900.0,880.0,,,,,,,,,
1001,corolla altis,2011,6716.42,Diesel,981.0,961.0,941.0,921.0,901.0,881.0,,,,,,,,,
1002,corolla altis,2013,11119.4,Petrol,982.0,962.0,942.0,922.0,902.0,882.0,,,,,,,,,
1003,etios liva,2011,3955.22,Petrol,983.0,963.0,943.0,923.0,903.0,883.0,,,,,,,,,
1004,etios cross,2014,7313.43,Diesel,984.0,964.0,944.0,924.0,904.0,884.0,,,,,,,,,
1005,etios g,2015,5895.52,Petrol,985.0,965.0,945.0,925.0,905.0,885.0,,,,,,,,,
1006,corolla altis,2013,8208.96,Petrol,986.0,966.0,946.0,926.0,906.0,886.0,,,,,,,,,
1007,corolla,2004,2238.81,Petrol,987.0,967.0,947.0,927.0,907.0,887.0,,,,,,,,,
1008,corolla altis,2010,7835.82,Petrol,988.0,968.0,948.0,928.0,908.0,888.0,,,,,,,,,
1009,fortuner,2012,21641.79,Diesel,989.0,969.0,949.0,929.0,909.0,889.0,,,,,,,,,
1010,corolla altis,2016,21985.07,Diesel,990.0,970.0,950.0,930.0,910.0,890.0,,,,,,,,,
1011,etios gd,2015,7089.55,Diesel,991.0,971.0,951.0,931.0,911.0,891.0,,,,,,,,,
1012,innova,2017,34328.36,Diesel,992.0,972.0,952.0,932.0,912.0,892.0,,,,,,,,,
1013,innova,2015,18656.72,Diesel,993.0,973.0,953.0,933.0,913.0,893.0,,,,,,,,,
1014,innova,2005,5208.96,Diesel,994.0,974.0,954.0,934.0,914.0,894.0,,,,,,,,,
1015,camry,2006,3731.34,Petrol,995.0,975.0,955.0,935.0,915.0,895.0,,,,,,,,,
1016,land cruiser,2010,52238.81,Diesel,996.0,976.0,956.0,936.0,916.0,896.0,,,,,,,,,
1017,corolla altis,2012,8805.97,Petrol,997.0,977.0,957.0,937.0,917.0,897.0,,,,,,,,,
1018,etios liva,2013,5149.25,Petrol,998.0,978.0,958.0,938.0,918.0,898.0,,,,,,,,,
1019,etios g,2014,7089.55,Petrol,999.0,979.0,959.0,939.0,919.0,899.0,,,,,,,,,
1020,alto 800,2017,4253.73,Petrol,1000.0,980.0,960.0,940.0,920.0,,,,,,,,,,
1021,ciaz,2015,10223.88,Diesel,1001.0,981.0,961.0,941.0,921.0,,,,,,,,,,
1022,ciaz,2015,11194.03,Petrol,1002.0,982.0,962.0,942.0,922.0,,,,,,,,,,
1023,ertiga,2015,9104.48,Petrol,1003.0,983.0,963.0,943.0,923.0,,,,,,,,,,
1024,dzire,2009,3358.21,Petrol,1004.0,984.0,964.0,944.0,924.0,,,,,,,,,,
1025,ertiga,2016,11567.16,Diesel,1005.0,985.0,965.0,945.0,925.0,,,,,,,,,,
1026,ertiga,2015,10820.9,Diesel,1006.0,986.0,966.0,946.0,926.0,,,,,,,,,,
1027,ertiga,2016,11567.16,Diesel,1007.0,987.0,967.0,947.0,927.0,,,,,,,,,,
1028,wagon r,2015,4850.75,CNG,1008.0,988.0,968.0,948.0,928.0,,,,,,,,,,
1029,sx4,2010,3955.22,Petrol,1009.0,989.0,969.0,949.0,929.0,,,,,,,,,,
1030,baleno,2016,8731.34,Petrol,1010.0,990.0,970.0,950.0,930.0,,,,,,,,,,
1031,alto k10,2014,3805.97,Petrol,1011.0,991.0,971.0,951.0,931.0,,,,,,,,,,
1032,sx4,2008,2910.45,Petrol,1012.0,992.0,972.0,952.0,932.0,,,,,,,,,,
1033,dzire,2014,8208.96,Diesel,1013.0,993.0,973.0,953.0,933.0,,,,,,,,,,
1034,omni,2012,1865.67,Petrol,1014.0,994.0,974.0,954.0,934.0,,,,,,,,,,
1035,ciaz,2014,11194.03,Petrol,1015.0,995.0,975.0,955.0,935.0,,,,,,,,,,
1036,ritz,2013,3955.22,Petrol,1016.0,996.0,976.0,956.0,936.0,,,,,,,,,,
1037,wagon r,2006,1567.16,Petrol,1017.0,997.0,977.0,957.0,937.0,,,,,,,,,,
1038,ertiga,2015,8656.72,Petrol,1018.0,998.0,978.0,958.0,938.0,,,,,,,,,,
1039,ciaz,2017,11567.16,Petrol,1019.0,999.0,979.0,959.0,939.0,,,,,,,,,,
1040,fortuner,2012,22238.81,Diesel,1020.0,1000.0,980.0,960.0,940.0,,,,,,,,,,
1041,fortuner,2015,34328.36,Diesel,1021.0,1001.0,981.0,961.0,941.0,,,,,,,,,,
1042,innova,2017,26865.67,Diesel,1022.0,1002.0,982.0,962.0,942.0,,,,,,,,,,
1043,fortuner,2013,23880.6,Diesel,1023.0,1003.0,983.0,963.0,943.0,,,,,,,,,,
1044,innova,2005,4104.48,Petrol,1024.0,1004.0,984.0,964.0,944.0,,,,,,,,,,
1045,corolla altis,2009,5373.13,Petrol,1025.0,1005.0,985.0,965.0,945.0,,,,,,,,,,
1046,etios cross,2015,6716.42,Petrol,1026.0,1006.0,986.0,966.0,946.0,,,,,,,,,,
1047,corolla altis,2010,7089.55,Petrol,1027.0,1007.0,987.0,967.0,947.0,,,,,,,,,,
1048,etios g,2014,6119.4,Petrol,1028.0,1008.0,988.0,968.0,948.0,,,,,,,,,,
1049,fortuner,2014,29835.82,Diesel,1029.0,1009.0,989.0,969.0,949.0,,,,,,,,,,
1050,ritz,2012,4626.87,Diesel,1030.0,1010.0,990.0,970.0,950.0,,,,,,,,,,
1051,ritz,2011,3507.46,Petrol,1031.0,1011.0,991.0,971.0,951.0,,,,,,,,,,
1052,swift,2014,7388.06,Diesel,1032.0,1012.0,992.0,972.0,952.0,,,,,,,,,,
1053,ertiga,2014,8955.22,Diesel,1033.0,1013.0,993.0,973.0,953.0,,,,,,,,,,
1054,dzire,2014,8208.96,Diesel,1034.0,1014.0,994.0,974.0,954.0,,,,,,,,,,
1055,sx4,2011,4402.99,CNG,1035.0,1015.0,995.0,975.0,955.0,,,,,,,,,,
1056,dzire,2015,6940.3,Petrol,1036.0,1016.0,996.0,976.0,956.0,,,,,,,,,,
1057,800,2003,522.39,Petrol,1037.0,1017.0,997.0,977.0,957.0,,,,,,,,,,
1058,alto k10,2016,4477.61,Petrol,1038.0,1018.0,998.0,978.0,958.0,,,,,,,,,,
1059,sx4,2003,3358.21,Petrol,1039.0,1019.0,999.0,979.0,959.0,,,,,,,,,,
1060,corolla altis,2013,10373.13,Petrol,1040.0,1020.0,1000.0,980.0,960.0,,,,,,,,,,
1061,etios cross,2015,6716.42,Petrol,1041.0,1021.0,1001.0,981.0,961.0,,,,,,,,,,
1062,fortuner,2014,27985.07,Diesel,1042.0,1022.0,1002.0,982.0,962.0,,,,,,,,,,
1063,fortuner,2015,35074.63,Diesel,1043.0,1023.0,1003.0,983.0,963.0,,,,,,,,,,
1064,fortuner,2017,49253.73,Diesel,1044.0,1024.0,1004.0,984.0,964.0,,,,,,,,,,
1065,etios liva,2014,7089.55,Diesel,1045.0,1025.0,1005.0,985.0,965.0,,,,,,,,,,
1066,innova,2017,29477.61,Petrol,1046.0,1026.0,1006.0,986.0,966.0,,,,,,,,,,
1067,fortuner,2010,13805.97,Diesel,1047.0,1027.0,1007.0,987.0,967.0,,,,,,,,,,
1068,corolla altis,2011,6492.54,Petrol,1048.0,1028.0,1008.0,988.0,968.0,,,,,,,,,,
1069,corolla altis,2016,21268.66,Petrol,1049.0,1029.0,1009.0,989.0,969.0,,,,,,,,,,
1070,etios liva,2014,5895.52,Diesel,1050.0,1030.0,1010.0,990.0,970.0,,,,,,,,,,
1071,corolla altis,2011,6716.42,Diesel,1051.0,1031.0,1011.0,991.0,971.0,,,,,,,,,,
1072,corolla altis,2013,11119.4,Petrol,1052.0,1032.0,1012.0,992.0,972.0,,,,,,,,,,
1073,etios liva,2011,3955.22,Petrol,1053.0,1033.0,1013.0,993.0,973.0,,,,,,,,,,
1074,etios cross,2014,7313.43,Diesel,1054.0,1034.0,1014.0,994.0,974.0,,,,,,,,,,
1075,etios g,2015,5895.52,Petrol,1055.0,1035.0,1015.0,995.0,975.0,,,,,,,,,,
1076,corolla altis,2013,8208.96,Petrol,1056.0,1036.0,1016.0,996.0,976.0,,,,,,,,,,
1077,corolla,2004,2238.81,Petrol,1057.0,1037.0,1017.0,997.0,977.0,,,,,,,,,,
1078,corolla altis,2010,7835.82,Petrol,1058.0,1038.0,1018.0,998.0,978.0,,,,,,,,,,
1079,fortuner,2012,21641.79,Diesel,1059.0,1039.0,1019.0,999.0,979.0,,,,,,,,,,
